id,year,statename,pcname,candidate,sex,age,category,party,total,electors,polled,rank,win,alliance
806,2006,Tamil Nadu,Chidambaram,ARUNMOZHIDEVAN.A.,M,37,GEN,AIADMK,56327,,111066,1,1,AIADMK
807,2006,Tamil Nadu,Chidambaram,BALAKRISHNAN.K.,M,56,GEN,CPI(M),39517,,111066,2,0,DMK
808,2006,Tamil Nadu,Chidambaram,RAJAMANNAN.P,M,44,GEN,DMDK,10303,,111066,3,0,OTHERS
809,2006,Tamil Nadu,Chidambaram,SRINIVASAN.A.,M,30,GEN,BJP,1054,,111066,4,0,OTHERS
810,2006,Tamil Nadu,Chidambaram,VELMURUGAN.P,M,45,GEN,IND,954,,111066,5,0,OTHERS
811,2006,Tamil Nadu,Chidambaram,VINOBA.C,M,34,GEN,IND,797,,111066,6,0,OTHERS
812,2006,Tamil Nadu,Chidambaram,BARATHIDASAN.K,M,38,GEN,BSP,453,,111066,7,0,OTHERS
813,2006,Tamil Nadu,Chidambaram,SUNDARAVINAYAGAM.N,M,43,GEN,IND,326,,111066,8,0,OTHERS
814,2006,Tamil Nadu,Chidambaram,BALAKRISHNAN.R,M,36,GEN,IND,275,,111066,9,0,OTHERS
815,2006,Tamil Nadu,Chidambaram,JAISANKAR.P,M,30,GEN,IND,207,,111066,10,0,OTHERS
816,2006,Tamil Nadu,Chidambaram,BALAKRISHNAN.K,M,49,GEN,IND,147,,111066,11,0,OTHERS
817,2006,Tamil Nadu,Chidambaram,VASU.S,M,55,GEN,SP,126,,111066,12,0,OTHERS
818,2006,Tamil Nadu,Chidambaram,BALAKRISHNAN.K,M,49,GEN,IND,115,,111066,13,0,OTHERS
819,2006,Tamil Nadu,Chidambaram,BARATHIMOHAN.K,M,39,GEN,AIFB,114,,111066,14,0,OTHERS
820,2006,Tamil Nadu,Chidambaram,RAMACHANDRAN.G,M,53,GEN,IND,107,,111066,15,0,OTHERS
821,2006,Tamil Nadu,Chidambaram,ABDUL ALI.A,M,56,GEN,IND,97,,111066,16,0,OTHERS
822,2006,Tamil Nadu,Chidambaram,ARCHUNAN.T,M,49,GEN,IND,83,,111066,17,0,OTHERS
823,2006,Tamil Nadu,Chidambaram,ABDULHALIM.A,M,30,GEN,IND,64,,111066,18,0,OTHERS
824,2006,Tamil Nadu,Vridhachalam,VIJAYAKANTH.A.,M,55,GEN,DMDK,61337,,151731,1,1,OTHERS
825,2006,Tamil Nadu,Vridhachalam,GOVINDASAMY.R.,M,55,GEN,PMK,47560,,151731,2,0,DMK
826,2006,Tamil Nadu,Vridhachalam,KASINATHAN.R.,M,55,GEN,AIADMK,35876,,151731,3,0,AIADMK
827,2006,Tamil Nadu,Vridhachalam,ARAVIND.V.,M,36,GEN,BJP,1265,,151731,4,0,OTHERS
828,2006,Tamil Nadu,Vridhachalam,VIJAYAKANTH.C.,M,26,GEN,IND,1174,,151731,5,0,OTHERS
829,2006,Tamil Nadu,Vridhachalam,MANGAPILLAI.K.,M,34,GEN,SP,878,,151731,6,0,OTHERS
830,2006,Tamil Nadu,Vridhachalam,VIJAYAKANTH.K.,M,30,GEN,IND,832,,151731,7,0,OTHERS
831,2006,Tamil Nadu,Vridhachalam,SENTHILMURUGAN.S.,M,34,GEN,BSP,646,,151731,8,0,OTHERS
832,2006,Tamil Nadu,Vridhachalam,VIJAYAKANTH.A.,M,27,GEN,IND,589,,151731,9,0,OTHERS
833,2006,Tamil Nadu,Vridhachalam,SAMY.N.,M,42,GEN,IND,489,,151731,10,0,OTHERS
834,2006,Tamil Nadu,Vridhachalam,DURAI RAMACHANDARAN,M,44,GEN,IND,377,,151731,11,0,OTHERS
835,2006,Tamil Nadu,Vridhachalam,PRADEEPKUMAR.S.,M,26,GEN,IND,313,,151731,12,0,OTHERS
836,2006,Tamil Nadu,Vridhachalam,SRINIVASAN.S.,M,25,GEN,IND,208,,151731,13,0,OTHERS
837,2006,Tamil Nadu,Vridhachalam,DEVI JARENA.C.,F,49,GEN,IND,187,,151731,14,0,OTHERS
838,2006,Tamil Nadu,Mangalore,SELVAM.K,M,45,SC,VCK,62217,,142349,1,1,AIADMK
839,2006,Tamil Nadu,Mangalore,GANESAN.V.,M,46,SC,DMK,55303,,142349,2,0,DMK
840,2006,Tamil Nadu,Mangalore,MAHADEVAN.D,M,37,SC,DMDK,15992,,142349,3,0,OTHERS
841,2006,Tamil Nadu,Mangalore,THIRUVALLUVAN.K,M,57,SC,IND,2462,,142349,4,0,OTHERS
842,2006,Tamil Nadu,Mangalore,NARENTHERAN.R.,M,32,SC,BJP,2173,,142349,5,0,OTHERS
843,2006,Tamil Nadu,Mangalore,ELAVARASAN.T,M,29,SC,IND,1585,,142349,6,0,OTHERS
844,2006,Tamil Nadu,Mangalore,KOLANJINATHAN.V,M,39,SC,IND,723,,142349,7,0,OTHERS
845,2006,Tamil Nadu,Mangalore,SUBRAMANIAN.V,M,46,SC,IND,601,,142349,8,0,OTHERS
846,2006,Tamil Nadu,Mangalore,KANNAN.K.,M,29,SC,IND,585,,142349,9,0,OTHERS
847,2006,Tamil Nadu,Mangalore,GANESAN.P,M,28,SC,IND,364,,142349,10,0,OTHERS
848,2006,Tamil Nadu,Mangalore,GANESAN.G,M,42,SC,IND,344,,142349,11,0,OTHERS
849,2006,Tamil Nadu,Rishivandiam,SIVARAJ. S,M,51,GEN,INC,54793,,128194,1,1,DMK
850,2006,Tamil Nadu,Rishivandiam,ATHINARAYANAN. L,M,43,GEN,AIADMK,46858,,128194,2,0,AIADMK
851,2006,Tamil Nadu,Rishivandiam,GOVINDAN. T.K.,M,29,GEN,DMDK,20283,,128194,3,0,OTHERS
852,2006,Tamil Nadu,Rishivandiam,GOVINDARAJ. M,M,31,GEN,IND,2757,,128194,4,0,OTHERS
853,2006,Tamil Nadu,Rishivandiam,RAJA SUNDARAM. B,M,33,GEN,BJP,1992,,128194,5,0,OTHERS
854,2006,Tamil Nadu,Rishivandiam,DHARMALINGAM. MARUR. N,M,60,GEN,LJP,1511,,128194,6,0,OTHERS
855,2006,Tamil Nadu,Chinnasalem,UDHAYASOORIYAN. T,M,42,GEN,DMK,64036,,132298,1,1,DMK
856,2006,Tamil Nadu,Chinnasalem,MOHAN. P,M,55,GEN,AIADMK,43758,,132298,2,0,AIADMK
857,2006,Tamil Nadu,Chinnasalem,SUBBARAYALU. R,M,49,GEN,DMDK,19476,,132298,3,0,OTHERS
858,2006,Tamil Nadu,Chinnasalem,MANNAN. M.P.,M,46,GEN,IND,1892,,132298,4,0,OTHERS
859,2006,Tamil Nadu,Chinnasalem,KALAIVENDHAN. M,M,54,GEN,BSP,840,,132298,5,0,OTHERS
860,2006,Tamil Nadu,Chinnasalem,BALASUBRAMANIAN. PON,M,40,GEN,BJP,806,,132298,6,0,OTHERS
861,2006,Tamil Nadu,Chinnasalem,MANAMOHANADOSS. A,M,33,GEN,LJP,792,,132298,7,0,OTHERS
862,2006,Tamil Nadu,Chinnasalem,SEKAR. K,M,39,GEN,IND,380,,132298,8,0,OTHERS
863,2006,Tamil Nadu,Chinnasalem,ARUN KENNADY. A,M,41,GEN,IND,318,,132298,9,0,OTHERS
864,2006,Tamil Nadu,Sankarapuram,ANGAIYARKANNI. A (SELVI),F,28,GEN,DMK,62970,,144844,1,1,DMK
865,2006,Tamil Nadu,Sankarapuram,SANNIYASI. P,M,59,GEN,AIADMK,60504,,144844,2,0,AIADMK
866,2006,Tamil Nadu,Sankarapuram,CHEZHIYAN. R,M,32,GEN,DMDK,14773,,144844,3,0,OTHERS
867,2006,Tamil Nadu,Sankarapuram,ANNAMMAL . C (TMT.),F,38,GEN,IND,2343,,144844,4,0,OTHERS
868,2006,Tamil Nadu,Sankarapuram,POOBATHI. C,M,37,GEN,BSP,1473,,144844,5,0,OTHERS
869,2006,Tamil Nadu,Sankarapuram,AIYADURAI. V,M,51,GEN,IND,1269,,144844,6,0,OTHERS
870,2006,Tamil Nadu,Sankarapuram,AYYAKKANNU. S,M,44,GEN,SP,804,,144844,7,0,OTHERS
871,2006,Tamil Nadu,Sankarapuram,RAJKUMAR. J,M,44,GEN,BJP,708,,144844,8,0,OTHERS
872,2006,Tamil Nadu,Hosur,GOPINATH.K,M,42,GEN,INC,90647,,215406,1,1,DMK
873,2006,Tamil Nadu,Hosur,SAMPANGIRAMAIAH.V,M,65,GEN,AIADMK,78096,,215406,2,0,AIADMK
874,2006,Tamil Nadu,Hosur,VENKATASAMY.B,M,71,GEN,BJP,23514,,215406,3,0,OTHERS
875,2006,Tamil Nadu,Hosur,CHANDIRAN.V,M,42,GEN,DMDK,14401,,215406,4,0,OTHERS
876,2006,Tamil Nadu,Hosur,RAMASAMY.G.C,M,50,GEN,IND,3375,,215406,5,0,OTHERS
877,2006,Tamil Nadu,Hosur,CHITRAMBALAM.M,M,40,GEN,BSP,2227,,215406,6,0,OTHERS
878,2006,Tamil Nadu,Hosur,KRISHNA REDDY.N,M,60,GEN,TNJC,1186,,215406,7,0,OTHERS
879,2006,Tamil Nadu,Hosur,BASHA.A,M,61,GEN,IND,1092,,215406,8,0,OTHERS
880,2006,Tamil Nadu,Hosur,GOWRAPPA.K,M,52,GEN,IND,868,,215406,9,0,OTHERS
881,2006,Tamil Nadu,Thalli,RAMACHANDRAN T,M,38,GEN,IND,30032,,123888,1,1,OTHERS
882,2006,Tamil Nadu,Thalli,NAGARAJA REDDY P,M,51,GEN,CPI,25437,,123888,2,0,DMK
883,2006,Tamil Nadu,Thalli,GOWDA N.S.M.,M,35,GEN,JD(S),23628,,123888,3,0,OTHERS
884,2006,Tamil Nadu,Thalli,BUTTANNA Y,M,41,GEN,IND,20196,,123888,4,0,OTHERS
885,2006,Tamil Nadu,Thalli,MURALIDHARAN K.V.,M,39,GEN,BJP,12912,,123888,5,0,OTHERS
886,2006,Tamil Nadu,Thalli,HARI V,M,28,GEN,DMDK,5356,,123888,6,0,OTHERS
887,2006,Tamil Nadu,Thalli,VINDAI VENDAN V,M,55,GEN,IND,3032,,123888,7,0,OTHERS
888,2006,Tamil Nadu,Thalli,MUNIRAJ R,M,46,GEN,BSP,1761,,123888,8,0,OTHERS
889,2006,Tamil Nadu,Thalli,SAKULAN M,M,59,GEN,IND,1534,,123888,9,0,OTHERS
890,2006,Tamil Nadu,Kaveripattinam,MEGANATHAN T A,M,46,GEN,PMK,64878,,141173,1,1,DMK
891,2006,Tamil Nadu,Kaveripattinam,MUNUSAMY K P,M,54,GEN,AIADMK,53144,,141173,2,0,AIADMK
892,2006,Tamil Nadu,Kaveripattinam,CHINNARAJ K R,M,36,GEN,DMDK,14892,,141173,3,0,OTHERS
893,2006,Tamil Nadu,Kaveripattinam,VENKATESAN V,M,37,GEN,IND,2509,,141173,4,0,OTHERS
894,2006,Tamil Nadu,Kaveripattinam,RAJAMANI T.,M,49,GEN,IND,1511,,141173,5,0,OTHERS
895,2006,Tamil Nadu,Kaveripattinam,ARUL MOZHI M,M,37,GEN,BSP,1173,,141173,6,0,OTHERS
896,2006,Tamil Nadu,Kaveripattinam,KUPPUSAMY D,M,50,GEN,IND,1069,,141173,7,0,OTHERS
897,2006,Tamil Nadu,Kaveripattinam,KAVIARASU S,M,32,GEN,IND,1043,,141173,8,0,OTHERS
898,2006,Tamil Nadu,Kaveripattinam,MADAPPAN K,M,63,GEN,BJP,954,,141173,9,0,OTHERS
899,2006,Tamil Nadu,Krishnagiri,SENGUTTUVAN T,M,53,GEN,DMK,69068,,140271,1,1,DMK
900,2006,Tamil Nadu,Krishnagiri,GOVINDARAJ V,M,46,GEN,AIADMK,50873,,140271,2,0,AIADMK
901,2006,Tamil Nadu,Krishnagiri,GOVINDARAJ R,M,38,GEN,DMDK,10894,,140271,3,0,OTHERS
902,2006,Tamil Nadu,Krishnagiri,DAVIT P,M,54,GEN,NCP,1913,,140271,4,0,OTHERS
903,2006,Tamil Nadu,Krishnagiri,RAJU V,M,37,GEN,IND,1841,,140271,5,0,OTHERS
904,2006,Tamil Nadu,Krishnagiri,ABIMANNAN C,M,30,GEN,BSP,1672,,140271,6,0,OTHERS
905,2006,Tamil Nadu,Krishnagiri,RAMESH S,M,42,GEN,IND,1100,,140271,7,0,OTHERS
906,2006,Tamil Nadu,Krishnagiri,CHENNAIYAN C,M,57,GEN,IND,938,,140271,8,0,OTHERS
907,2006,Tamil Nadu,Krishnagiri,MUNAVARIBEGUM S,F,41,GEN,BJP,812,,140271,9,0,OTHERS
908,2006,Tamil Nadu,Krishnagiri,KRISHNAMOORTHY RAO V.M.,M,48,GEN,IND,594,,140271,10,0,OTHERS
909,2006,Tamil Nadu,Krishnagiri,GURU RAJAN M R,M,36,GEN,UCPI,566,,140271,11,0,OTHERS
910,2006,Tamil Nadu,Bargur,THAMBIDURAI M,M,59,GEN,AIADMK,61299,,143663,1,1,AIADMK
911,2006,Tamil Nadu,Bargur,VETRISELVAN V,M,51,GEN,DMK,58091,,143663,2,0,DMK
912,2006,Tamil Nadu,Bargur,GOVINDARAJ K.V.,M,40,GEN,DMDK,11157,,143663,3,0,OTHERS
913,2006,Tamil Nadu,Bargur,NARAYANASAMY C,M,42,GEN,IND,5666,,143663,4,0,OTHERS
914,2006,Tamil Nadu,Bargur,MANI R,M,29,GEN,NCP,2519,,143663,5,0,OTHERS
915,2006,Tamil Nadu,Bargur,VENKATESAN K,M,37,GEN,IND,1460,,143663,6,0,OTHERS
916,2006,Tamil Nadu,Bargur,SARAVANAN R,M,35,GEN,IND,987,,143663,7,0,OTHERS
917,2006,Tamil Nadu,Bargur,ELAVARASAN A,M,26,GEN,BSP,765,,143663,8,0,OTHERS
918,2006,Tamil Nadu,Bargur,SUBRAMANIAN B,M,60,GEN,BJP,679,,143663,9,0,OTHERS
919,2006,Tamil Nadu,Bargur,ASOKHAN K,M,47,GEN,IND,567,,143663,10,0,OTHERS
920,2006,Tamil Nadu,Bargur,GUNASEKARAN K,M,37,GEN,IND,473,,143663,11,0,OTHERS
921,2006,Tamil Nadu,Harur,DILLIBABU.P,M,41,SC,CPI(M),71030,,155411,1,1,DMK
922,2006,Tamil Nadu,Harur,GOVINDASAMY. K,M,37,SC,VCK,57337,,155411,2,0,AIADMK
923,2006,Tamil Nadu,Harur,ARJUNAN.P,M,58,SC,DMDK,15754,,155411,3,0,OTHERS
924,2006,Tamil Nadu,Harur,AMBETHKAR.P,M,33,SC,BJP,3566,,155411,4,0,OTHERS
925,2006,Tamil Nadu,Harur,MURUGAN.V.P,M,31,SC,IND,2959,,155411,5,0,OTHERS
926,2006,Tamil Nadu,Harur,RAJI.R,M,29,SC,BSP,1907,,155411,6,0,OTHERS
927,2006,Tamil Nadu,Harur,THIRUMAL.M,M,31,SC,IND,1466,,155411,7,0,OTHERS
928,2006,Tamil Nadu,Harur,KALAIMANI.V,M,53,SC,IND,1392,,155411,8,0,OTHERS
929,2006,Tamil Nadu,Morappur,MULLAIVENDHAN.V,M,60,GEN,DMK,64962,,126784,1,1,DMK
930,2006,Tamil Nadu,Morappur,SINGARAM.K,M,49,GEN,AIADMK,51771,,126784,2,0,AIADMK
931,2006,Tamil Nadu,Morappur,SARAVANAN.S,M,34,GEN,DMDK,4932,,126784,3,0,OTHERS
932,2006,Tamil Nadu,Morappur,PATHMANAPAN.R,M,34,GEN,IND,2116,,126784,4,0,OTHERS
933,2006,Tamil Nadu,Morappur,JAYAKUMAR.S,M,29,GEN,BJP,1792,,126784,5,0,OTHERS
934,2006,Tamil Nadu,Morappur,THIRUMOORTHI.S,M,28,GEN,BSP,1211,,126784,6,0,OTHERS
935,2006,Tamil Nadu,Palacode,ANBALAGAN K.P,M,48,GEN,AIADMK,66711,,150902,1,1,AIADMK
936,2006,Tamil Nadu,Palacode,MANNAN. K,M,50,GEN,PMK,61867,,150902,2,0,DMK
937,2006,Tamil Nadu,Palacode,VIJAYASHANKAR. P,M,31,GEN,DMDK,11882,,150902,3,0,OTHERS
938,2006,Tamil Nadu,Palacode,RAJAGOPAL.P,M,63,GEN,IND,2612,,150902,4,0,OTHERS
939,2006,Tamil Nadu,Palacode,RAVISHANKAR. P,M,29,GEN,IND,2356,,150902,5,0,OTHERS
940,2006,Tamil Nadu,Palacode,MARAN. M,M,37,GEN,IND,1700,,150902,6,0,OTHERS
941,2006,Tamil Nadu,Palacode,MATHIVANAN. S,M,36,GEN,IND,1418,,150902,7,0,OTHERS
942,2006,Tamil Nadu,Palacode,RAMESHKUMAR.D,M,35,GEN,BJP,1181,,150902,8,0,OTHERS
943,2006,Tamil Nadu,Palacode,SIDDAN. P,M,52,GEN,IND,550,,150902,9,0,OTHERS
944,2006,Tamil Nadu,Palacode,ANTHONY.L,M,40,GEN,IND,327,,150902,10,0,OTHERS
945,2006,Tamil Nadu,Palacode,ANBALAGAN. M,M,38,GEN,IND,298,,150902,11,0,OTHERS
946,2006,Tamil Nadu,Dharmapuri,VELUSAMY. L,M,40,GEN,PMK,76195,,147708,1,1,DMK
947,2006,Tamil Nadu,Dharmapuri,SAMPATH V.S,M,44,GEN,MDMK,45988,,147708,2,0,AIADMK
948,2006,Tamil Nadu,Dharmapuri,BHASKAR. A,M,40,GEN,DMDK,17030,,147708,3,0,OTHERS
949,2006,Tamil Nadu,Dharmapuri,JAGANATHAN. M,M,27,GEN,IND,1424,,147708,4,0,OTHERS
950,2006,Tamil Nadu,Dharmapuri,BABU @ BABUJI. D,M,41,GEN,IND,1391,,147708,5,0,OTHERS
951,2006,Tamil Nadu,Dharmapuri,GNANAVELAVAN. K,M,36,GEN,IND,1146,,147708,6,0,OTHERS
952,2006,Tamil Nadu,Dharmapuri,R. BOOPATHI,M,47,GEN,BJP,996,,147708,7,0,OTHERS
953,2006,Tamil Nadu,Dharmapuri,GOVINDARAJ. K,M,46,GEN,CPI(ML)(L),759,,147708,8,0,OTHERS
954,2006,Tamil Nadu,Dharmapuri,SELVAM. K,M,32,GEN,BSP,572,,147708,9,0,OTHERS
955,2006,Tamil Nadu,Dharmapuri,SAMPATH H.M,M,43,GEN,IND,566,,147708,10,0,OTHERS
956,2006,Tamil Nadu,Dharmapuri,PANDIARAJAN. J,M,49,GEN,BDMK,500,,147708,11,0,OTHERS
957,2006,Tamil Nadu,Dharmapuri,KANDASAMY. M.K,M,49,GEN,IND,321,,147708,12,0,OTHERS
958,2006,Tamil Nadu,Dharmapuri,MAHENDIRAN. D,M,45,GEN,IND,277,,147708,13,0,OTHERS
959,2006,Tamil Nadu,Dharmapuri,RAMAKRISHNAN. P,M,40,GEN,IND,276,,147708,14,0,OTHERS
960,2006,Tamil Nadu,Dharmapuri,SAMPATH. C,M,43,GEN,IND,267,,147708,15,0,OTHERS
961,2006,Tamil Nadu,Pennagaram,PERIANNAN.P.N,M,50,GEN,DMK,74109,,149932,1,1,DMK
962,2006,Tamil Nadu,Pennagaram,VETRIVEL.S.R,M,41,GEN,AIADMK,47177,,149932,2,0,AIADMK
963,2006,Tamil Nadu,Pennagaram,DHANDAPANI.P,M,29,GEN,DMDK,10567,,149932,3,0,OTHERS
964,2006,Tamil Nadu,Pennagaram,MUTHULAKSHME.V,F,35,GEN,IND,9871,,149932,4,0,OTHERS
965,2006,Tamil Nadu,Pennagaram,BALAMURUGAN.M,M,30,GEN,IND,1738,,149932,5,0,OTHERS
966,2006,Tamil Nadu,Pennagaram,PERIYANNAN.E,M,62,GEN,IND,1269,,149932,6,0,OTHERS
967,2006,Tamil Nadu,Pennagaram,MURUGAN.K,M,37,GEN,IND,1010,,149932,7,0,OTHERS
968,2006,Tamil Nadu,Pennagaram,KANDASAMI.K.P,M,56,GEN,BJP,933,,149932,8,0,OTHERS
969,2006,Tamil Nadu,Pennagaram,BALU.R,M,40,GEN,IND,717,,149932,9,0,OTHERS
970,2006,Tamil Nadu,Pennagaram,SEKER.M,M,44,GEN,BSP,472,,149932,10,0,OTHERS
971,2006,Tamil Nadu,Pennagaram,SUGUMAR.M,M,31,GEN,IND,451,,149932,11,0,OTHERS
972,2006,Tamil Nadu,Pennagaram,UDHYASANKAR.A,M,40,GEN,IND,421,,149932,12,0,OTHERS
973,2006,Tamil Nadu,Pennagaram,MANIKAM.E.R,M,50,GEN,SP,406,,149932,13,0,OTHERS
974,2006,Tamil Nadu,Pennagaram,PALANI.T,M,40,GEN,IND,344,,149932,14,0,OTHERS
975,2006,Tamil Nadu,Pennagaram,CHINNASAMY.P,M,30,GEN,IND,231,,149932,15,0,OTHERS
976,2006,Tamil Nadu,Pennagaram,ANDI,M,57,GEN,IND,216,,149932,16,0,OTHERS
977,2006,Tamil Nadu,Mettur,MANI G K,M,55,GEN,PMK,66250,,138183,1,1,DMK
978,2006,Tamil Nadu,Mettur,KANDASAMY K,M,63,GEN,AIADMK,55112,,138183,2,0,AIADMK
979,2006,Tamil Nadu,Mettur,DHANDAPANY S,M,30,GEN,DMDK,10921,,138183,3,0,OTHERS
980,2006,Tamil Nadu,Mettur,MANI M S,M,51,GEN,IND,1831,,138183,4,0,OTHERS
981,2006,Tamil Nadu,Mettur,PADMARAJAN K,M,45,GEN,IND,1454,,138183,5,0,OTHERS
982,2006,Tamil Nadu,Mettur,MUTHUKUMARAN M,M,45,GEN,BJP,957,,138183,6,0,OTHERS
983,2006,Tamil Nadu,Mettur,SARAVANAN T,M,29,GEN,IND,822,,138183,7,0,OTHERS
984,2006,Tamil Nadu,Mettur,ANBALAGAN K R,M,37,GEN,AIFB,254,,138183,8,0,OTHERS
985,2006,Tamil Nadu,Mettur,KANDASAMY V,M,58,GEN,IND,215,,138183,9,0,OTHERS
986,2006,Tamil Nadu,Mettur,KANDASAMY K,M,71,GEN,IND,192,,138183,10,0,OTHERS
987,2006,Tamil Nadu,Mettur,KANDASAMY P,M,55,GEN,IND,175,,138183,11,0,OTHERS
988,2006,Tamil Nadu,Taramangalam,KANNAN P,M,44,GEN,PMK,49045,,141757,1,1,DMK
989,2006,Tamil Nadu,Taramangalam,GOVINDAN P,M,59,GEN,IND,36791,,141757,2,0,OTHERS
990,2006,Tamil Nadu,Taramangalam,THAMARAI KANNAN K.S.V,M,42,GEN,MDMK,34960,,141757,3,0,AIADMK
991,2006,Tamil Nadu,Taramangalam,SURESH C J,M,29,GEN,DMDK,14870,,141757,4,0,OTHERS
992,2006,Tamil Nadu,Taramangalam,RAJENDRA KUMAR A,M,36,GEN,IND,1682,,141757,5,0,OTHERS
993,2006,Tamil Nadu,Taramangalam,MUTHUSAMY P,M,30,GEN,BJP,1130,,141757,6,0,OTHERS
994,2006,Tamil Nadu,Taramangalam,GOVINDAN P,M,35,GEN,IND,1046,,141757,7,0,OTHERS
995,2006,Tamil Nadu,Taramangalam,PALANIVEL M,M,45,GEN,IND,818,,141757,8,0,OTHERS
996,2006,Tamil Nadu,Taramangalam,GOVINDAN M,M,41,GEN,IND,725,,141757,9,0,OTHERS
997,2006,Tamil Nadu,Taramangalam,GURUSAMY K,M,62,GEN,IND,690,,141757,10,0,OTHERS
998,2006,Tamil Nadu,Omalur,TAMIZHARASU.A,M,44,GEN,PMK,58287,,134357,1,1,DMK
999,2006,Tamil Nadu,Omalur,KRISHNAN.C,M,60,GEN,AIADMK,54624,,134357,2,0,AIADMK
1000,2006,Tamil Nadu,Omalur,KAMALAKKANNAN.S,M,46,GEN,DMDK,12384,,134357,3,0,OTHERS
1001,2006,Tamil Nadu,Omalur,RAJA KRISHNAN.K,M,49,GEN,IND,1600,,134357,4,0,OTHERS
1002,2006,Tamil Nadu,Omalur,SELLAMUTHU.M,M,49,GEN,BSP,1264,,134357,5,0,OTHERS
1003,2006,Tamil Nadu,Omalur,TAMILARASI.G,F,44,GEN,IND,1127,,134357,6,0,OTHERS
1004,2006,Tamil Nadu,Omalur,MURUGASENAPATHY.R,M,26,GEN,IND,1123,,134357,7,0,OTHERS
1005,2006,Tamil Nadu,Omalur,CHINNARASU.P,M,31,GEN,IND,875,,134357,8,0,OTHERS
1006,2006,Tamil Nadu,Omalur,SOUNDARARAJAN.M,M,50,GEN,NCP,667,,134357,9,0,OTHERS
1007,2006,Tamil Nadu,Omalur,MANIVANNAN.K,M,31,GEN,IND,645,,134357,10,0,OTHERS
1008,2006,Tamil Nadu,Omalur,SUNDARARAJAN.S,M,38,GEN,JP,544,,134357,11,0,OTHERS
1009,2006,Tamil Nadu,Omalur,RAJA @ PANDIAN.K,M,37,GEN,IND,492,,134357,12,0,OTHERS
1010,2006,Tamil Nadu,Omalur,SHANMUGAM.C,M,33,GEN,IND,453,,134357,13,0,OTHERS
1011,2006,Tamil Nadu,Omalur,ARUL ROZARIO.I,M,40,GEN,IND,272,,134357,14,0,OTHERS
1012,2006,Tamil Nadu,Yercaud,TAMILSELVAN C,M,35,ST,DMK,48791,,113626,1,1,DMK
1013,2006,Tamil Nadu,Yercaud,ALAMELU J,F,36,ST,AIADMK,44684,,113626,2,0,AIADMK
1014,2006,Tamil Nadu,Yercaud,RAMAKRISHNAN V,M,30,ST,DMDK,10740,,113626,3,0,OTHERS
1015,2006,Tamil Nadu,Yercaud,SHANMUGAM K,M,48,ST,IND,3073,,113626,4,0,OTHERS
1016,2006,Tamil Nadu,Yercaud,RAJASEKARAN T,M,34,ST,IND,2220,,113626,5,0,OTHERS
1017,2006,Tamil Nadu,Yercaud,CHELLAMMAL P,F,41,ST,BJP,1440,,113626,6,0,OTHERS
1018,2006,Tamil Nadu,Yercaud,MURUGESAN V,M,32,ST,IND,698,,113626,7,0,OTHERS
1019,2006,Tamil Nadu,Yercaud,KUPPAYEE E,F,47,ST,IND,610,,113626,8,0,OTHERS
1020,2006,Tamil Nadu,Yercaud,RAMAR R,M,36,ST,IND,573,,113626,9,0,OTHERS
1021,2006,Tamil Nadu,Yercaud,DURAISAMY C,M,25,ST,IND,463,,113626,10,0,OTHERS
1022,2006,Tamil Nadu,Yercaud,CHANDRAN D,M,26,ST,IND,334,,113626,11,0,OTHERS
1023,2006,Tamil Nadu,Salem-I,RAVICHANDRAN. L.,M,41,GEN,AIADMK,69083,,156561,1,1,AIADMK
1024,2006,Tamil Nadu,Salem-I,SURESH. M.R.,M,35,GEN,INC,56266,,156561,2,0,DMK
1025,2006,Tamil Nadu,Salem-I,DHANASEKAR. S.J.,M,27,GEN,DMDK,27218,,156561,3,0,OTHERS
1026,2006,Tamil Nadu,Salem-I,ANNADURAI .N,M,37,GEN,BJP,2095,,156561,4,0,OTHERS
1027,2006,Tamil Nadu,Salem-I,SHAJAHAN. M.A.,M,36,GEN,IND,576,,156561,5,0,OTHERS
1028,2006,Tamil Nadu,Salem-I,POONGODI V,F,28,GEN,LJP,253,,156561,6,0,OTHERS
1029,2006,Tamil Nadu,Salem-I,SANAULLAKHAN. B,M,40,GEN,BSP,237,,156561,7,0,OTHERS
1030,2006,Tamil Nadu,Salem-I,SURESH. S.,M,32,GEN,IND,209,,156561,8,0,OTHERS
1031,2006,Tamil Nadu,Salem-I,SRINIVASAN. G.,M,32,GEN,IND,190,,156561,9,0,OTHERS
1032,2006,Tamil Nadu,Salem-I,MANICKAM. S,M,52,GEN,IND,188,,156561,10,0,OTHERS
1033,2006,Tamil Nadu,Salem-I,RAJAGOPAL P,M,55,GEN,IND,157,,156561,11,0,OTHERS
1034,2006,Tamil Nadu,Salem-I,MANI S,M,48,GEN,UCPI,89,,156561,12,0,OTHERS
1035,2006,Tamil Nadu,Salem-II,ARUMUGAM S,M,66,GEN,DMK,85348,,180545,1,1,DMK
1036,2006,Tamil Nadu,Salem-II,SURESHKUMAR R,M,47,GEN,AIADMK,70605,,180545,2,0,AIADMK
1037,2006,Tamil Nadu,Salem-II,GNANASEKARAN K V,M,34,GEN,DMDK,20026,,180545,3,0,OTHERS
1038,2006,Tamil Nadu,Salem-II,ANANDHAN P T,M,50,GEN,BJP,1574,,180545,4,0,OTHERS
