id,year,statename,pcname,candidate,sex,age,category,party,total,electors,polled,rank,win,alliance
577,2006,Tamil Nadu,Kalasapakkam,SANKAR L,M,37,GEN,DMDK,5069,,142192,3,0,OTHERS
578,2006,Tamil Nadu,Kalasapakkam,JAGADEESWARAN M,M,33,GEN,IND,1902,,142192,4,0,OTHERS
579,2006,Tamil Nadu,Kalasapakkam,RAMAKRISHNAN V,M,43,GEN,BJP,1818,,142192,5,0,OTHERS
580,2006,Tamil Nadu,Kalasapakkam,ARUMUGAM S,M,59,GEN,IND,1103,,142192,6,0,OTHERS
581,2006,Tamil Nadu,Kalasapakkam,SELVARAJ S,M,62,GEN,IND,978,,142192,7,0,OTHERS
582,2006,Tamil Nadu,Kalasapakkam,SEKAR V,M,42,GEN,IND,944,,142192,8,0,OTHERS
583,2006,Tamil Nadu,Kalasapakkam,VIJAYALAKSHMI M,F,47,GEN,SP,542,,142192,9,0,OTHERS
584,2006,Tamil Nadu,Kalasapakkam,KOTHANDAPANI B,M,28,GEN,IND,330,,142192,10,0,OTHERS
585,2006,Tamil Nadu,Polur,VIJAYAKUMAR P.S,M,51,GEN,INC,58595,,124456,1,1,DMK
586,2006,Tamil Nadu,Polur,VEDIYAPPAN T,M,48,GEN,AIADMK,51051,,124456,2,0,AIADMK
587,2006,Tamil Nadu,Polur,PURUSHOTHAMAN S C,M,64,GEN,DMDK,6867,,124456,3,0,OTHERS
588,2006,Tamil Nadu,Polur,ELANGESWARAN G,M,43,GEN,BJP,2299,,124456,4,0,OTHERS
589,2006,Tamil Nadu,Polur,LAKSHMANAN M B,M,36,GEN,IND,2089,,124456,5,0,OTHERS
590,2006,Tamil Nadu,Polur,SHANMUGAM G,M,29,GEN,SP,2011,,124456,6,0,OTHERS
591,2006,Tamil Nadu,Polur,DURAIRAJ M,M,47,GEN,IND,815,,124456,7,0,OTHERS
592,2006,Tamil Nadu,Polur,SANKAR C,M,39,GEN,IND,729,,124456,8,0,OTHERS
593,2006,Tamil Nadu,Anaicut,PANDURANGAN. K,M,51,GEN,AIADMK,59220,,131556,1,1,AIADMK
594,2006,Tamil Nadu,Anaicut,VARALAKSHMI. M,F,52,GEN,PMK,59167,,131556,2,0,DMK
595,2006,Tamil Nadu,Anaicut,VENKATASAN. M,M,35,GEN,DMDK,7470,,131556,3,0,OTHERS
596,2006,Tamil Nadu,Anaicut,VEERAMANI. G,M,32,GEN,IND,1335,,131556,4,0,OTHERS
597,2006,Tamil Nadu,Anaicut,KUMARESAN. J,M,31,GEN,BJP,1287,,131556,5,0,OTHERS
598,2006,Tamil Nadu,Anaicut,PANNEERSELVAM. S,M,39,GEN,IND,795,,131556,6,0,OTHERS
599,2006,Tamil Nadu,Anaicut,SIVAM. C,M,46,GEN,BSP,733,,131556,7,0,OTHERS
600,2006,Tamil Nadu,Anaicut,NATARAJAN. T,M,49,GEN,IND,606,,131556,8,0,OTHERS
601,2006,Tamil Nadu,Anaicut,DEIVASIGAMANI. B,M,27,GEN,IND,546,,131556,9,0,OTHERS
602,2006,Tamil Nadu,Anaicut,KALAISELVAN. V,M,30,GEN,IND,397,,131556,10,0,OTHERS
603,2006,Tamil Nadu,Vellore,GNANASEKARAN.C,M,56,GEN,INC,63957,,135359,1,1,DMK
604,2006,Tamil Nadu,Vellore,SUBRAMANI.N,M,64,GEN,MDMK,42120,,135359,2,0,AIADMK
605,2006,Tamil Nadu,Vellore,RAVI.G.G,M,42,GEN,SP,15710,,135359,3,0,OTHERS
606,2006,Tamil Nadu,Vellore,RAJENDERAN.A,M,49,GEN,DMDK,9549,,135359,4,0,OTHERS
607,2006,Tamil Nadu,Vellore,KALAISELVI.K,F,33,GEN,BJP,2161,,135359,5,0,OTHERS
608,2006,Tamil Nadu,Vellore,JAYAPRAKASH.P.P,M,43,GEN,IND,595,,135359,6,0,OTHERS
609,2006,Tamil Nadu,Vellore,BABU.J,M,44,GEN,IND,317,,135359,7,0,OTHERS
610,2006,Tamil Nadu,Vellore,SALMA.S,F,46,GEN,IND,291,,135359,8,0,OTHERS
611,2006,Tamil Nadu,Vellore,VASUGI.V,F,31,GEN,IND,285,,135359,9,0,OTHERS
612,2006,Tamil Nadu,Vellore,KARTHIGEYAN.B,M,33,GEN,IND,212,,135359,10,0,OTHERS
613,2006,Tamil Nadu,Vellore,NEETHIVENTHAN.E,M,35,GEN,IND,162,,135359,11,0,OTHERS
614,2006,Tamil Nadu,Arni,SIVANANDAM. R,M,57,GEN,DMK,69722,,141134,1,1,DMK
615,2006,Tamil Nadu,Arni,SANTHANAM. A,M,54,GEN,AIADMK,57420,,141134,2,0,AIADMK
616,2006,Tamil Nadu,Arni,RAMESH. D.,M,38,GEN,DMDK,6292,,141134,3,0,OTHERS
617,2006,Tamil Nadu,Arni,GANGADHARAN. E.,M,33,GEN,PNK,3877,,141134,4,0,OTHERS
618,2006,Tamil Nadu,Arni,NALLATHAMBI. R,M,46,GEN,IND,1547,,141134,5,0,OTHERS
619,2006,Tamil Nadu,Arni,NARAYANAN. K.,M,50,GEN,BJP,1427,,141134,6,0,OTHERS
620,2006,Tamil Nadu,Arni,THIRUGNANAM. D.,M,32,GEN,IND,849,,141134,7,0,OTHERS
621,2006,Tamil Nadu,Cheyyar,VISHNUPRASAD M K,M,34,GEN,INC,60109,,135508,1,1,DMK
622,2006,Tamil Nadu,Cheyyar,PAVAI R,F,43,GEN,AIADMK,55319,,135508,2,0,AIADMK
623,2006,Tamil Nadu,Cheyyar,SUBAMANGALAM D,F,27,GEN,DMDK,13655,,135508,3,0,OTHERS
624,2006,Tamil Nadu,Cheyyar,RAVICHANDRAN V,M,32,GEN,IND,2363,,135508,4,0,OTHERS
625,2006,Tamil Nadu,Cheyyar,LAKSHMANAN G,M,42,GEN,BJP,1502,,135508,5,0,OTHERS
626,2006,Tamil Nadu,Cheyyar,PASAMIGU ANNAN VENKATESANNAR,M,50,GEN,IND,770,,135508,6,0,OTHERS
627,2006,Tamil Nadu,Cheyyar,TAMIZHINIYAN T,M,36,GEN,IND,586,,135508,7,0,OTHERS
628,2006,Tamil Nadu,Cheyyar,PARTHASARATHY N,M,46,GEN,IND,537,,135508,8,0,OTHERS
629,2006,Tamil Nadu,Cheyyar,DURAIKANNAN M,M,57,GEN,IND,411,,135508,9,0,OTHERS
630,2006,Tamil Nadu,Cheyyar,DASS U,M,33,GEN,IND,256,,135508,10,0,OTHERS
631,2006,Tamil Nadu,Vandavasi,JAYARAMAN S P,M,54,SC,DMK,65762,,123414,1,1,DMK
632,2006,Tamil Nadu,Vandavasi,CHAKKRAPANI.M,M,41,SC,AIADMK,42974,,123414,2,0,AIADMK
633,2006,Tamil Nadu,Vandavasi,SIVASHANMUGAM N,M,34,SC,DMDK,9096,,123414,3,0,OTHERS
634,2006,Tamil Nadu,Vandavasi,JAYARAMAN S,M,37,SC,IND,1895,,123414,4,0,OTHERS
635,2006,Tamil Nadu,Vandavasi,RAJASEKAR K,M,33,SC,BJP,1535,,123414,5,0,OTHERS
636,2006,Tamil Nadu,Vandavasi,MOHAN M,M,38,SC,SP,684,,123414,6,0,OTHERS
637,2006,Tamil Nadu,Vandavasi,MASILAMANI M,M,41,SC,IND,673,,123414,7,0,OTHERS
638,2006,Tamil Nadu,Vandavasi,RAVI M,M,37,SC,IND,425,,123414,8,0,OTHERS
639,2006,Tamil Nadu,Vandavasi,SASIKUMAR .V,M,25,SC,IND,370,,123414,9,0,OTHERS
640,2006,Tamil Nadu,Peranamallur,EDIROLIMANIAN G,M,43,GEN,PMK,56331,,121231,1,1,DMK
641,2006,Tamil Nadu,Peranamallur,ANBALAGAN A K S,M,35,GEN,AIADMK,49643,,121231,2,0,AIADMK
642,2006,Tamil Nadu,Peranamallur,GOPINATHAN A,M,36,GEN,DMDK,9149,,121231,3,0,OTHERS
643,2006,Tamil Nadu,Peranamallur,MANI L .K,M,34,GEN,IND,2105,,121231,4,0,OTHERS
644,2006,Tamil Nadu,Peranamallur,ANBUKANNAN K,M,30,GEN,BSP,1163,,121231,5,0,OTHERS
645,2006,Tamil Nadu,Peranamallur,VENGATESAN P.M,M,69,GEN,BJP,1071,,121231,6,0,OTHERS
646,2006,Tamil Nadu,Peranamallur,MANI K,M,48,GEN,IND,979,,121231,7,0,OTHERS
647,2006,Tamil Nadu,Peranamallur,DHANUSU R,M,49,GEN,IND,790,,121231,8,0,OTHERS
648,2006,Tamil Nadu,Melmalayanur,SENTHAMIZHSELVAN.P,M,41,GEN,PMK,56758,,123907,1,1,DMK
649,2006,Tamil Nadu,Melmalayanur,TAMILMOZHI RAJADATHAN.(TMT).R,F,46,GEN,AIADMK,45457,,123907,2,0,AIADMK
650,2006,Tamil Nadu,Melmalayanur,CHANDIRA DASS.C,M,37,GEN,DMDK,15265,,123907,3,0,OTHERS
651,2006,Tamil Nadu,Melmalayanur,MARIYAPPAN.S,M,41,GEN,IND,1850,,123907,4,0,OTHERS
652,2006,Tamil Nadu,Melmalayanur,ANTHONY MARY.(TMT).M,F,58,GEN,IND,973,,123907,5,0,OTHERS
653,2006,Tamil Nadu,Melmalayanur,MANIMARAN.S.R.,M,27,GEN,IND,743,,123907,6,0,OTHERS
654,2006,Tamil Nadu,Melmalayanur,DURAIKKANNU.T,M,45,GEN,BSP,721,,123907,7,0,OTHERS
655,2006,Tamil Nadu,Melmalayanur,BHASKARAN.B,M,45,GEN,BJP,698,,123907,8,0,OTHERS
656,2006,Tamil Nadu,Melmalayanur,KANNAN.M.,M,48,GEN,IND,676,,123907,9,0,OTHERS
657,2006,Tamil Nadu,Melmalayanur,CHANDRASEKARAN.C.,M,42,GEN,SP,325,,123907,10,0,OTHERS
658,2006,Tamil Nadu,Melmalayanur,THANGAVELU.R.,M,59,GEN,IND,245,,123907,11,0,OTHERS
659,2006,Tamil Nadu,Melmalayanur,GOVINDARASU.K.,M,61,GEN,IND,196,,123907,12,0,OTHERS
660,2006,Tamil Nadu,Gingee,KANNAN.V,M,51,GEN,DMK,62350,,129946,1,1,DMK
661,2006,Tamil Nadu,Gingee,MASILAMANI. DR.R,M,55,GEN,MDMK,49417,,129946,2,0,AIADMK
662,2006,Tamil Nadu,Gingee,RAJENDRAN.D,M,41,GEN,DMDK,12491,,129946,3,0,OTHERS
663,2006,Tamil Nadu,Gingee,MANIVANNAN.R,M,26,GEN,IND,1670,,129946,4,0,OTHERS
664,2006,Tamil Nadu,Gingee,RAJENDERAN.M.S,M,34,GEN,BJP,1509,,129946,5,0,OTHERS
665,2006,Tamil Nadu,Gingee,KALIYAMURTHI.G,M,40,GEN,BSP,1043,,129946,6,0,OTHERS
666,2006,Tamil Nadu,Gingee,GOVINDARASU.K,M,60,GEN,IND,629,,129946,7,0,OTHERS
667,2006,Tamil Nadu,Gingee,GANESAN.C,M,42,GEN,IND,523,,129946,8,0,OTHERS
668,2006,Tamil Nadu,Gingee,POONGAVANAM.P,M,31,GEN,IND,314,,129946,9,0,OTHERS
669,2006,Tamil Nadu,Tindivanam,SHANMUGAM. C.VE.,M,41,GEN,AIADMK,55856,,118735,1,1,AIADMK
670,2006,Tamil Nadu,Tindivanam,KARUNANITHI. M,M,43,GEN,PMK,53648,,118735,2,0,DMK
671,2006,Tamil Nadu,Tindivanam,LAKSHMANAN. K,M,31,GEN,DMDK,4364,,118735,3,0,OTHERS
672,2006,Tamil Nadu,Tindivanam,MANICKAM K,M,40,GEN,IND,2102,,118735,4,0,OTHERS
673,2006,Tamil Nadu,Tindivanam,THANASEKARAN S,M,40,GEN,IND,827,,118735,5,0,OTHERS
674,2006,Tamil Nadu,Tindivanam,SEKAR NAYAKAR. I.M,M,43,GEN,BJP,674,,118735,6,0,OTHERS
675,2006,Tamil Nadu,Tindivanam,GANESAN R,M,40,GEN,IND,432,,118735,7,0,OTHERS
676,2006,Tamil Nadu,Tindivanam,INIYADHAYALAN. G,M,51,GEN,IND,332,,118735,8,0,OTHERS
677,2006,Tamil Nadu,Tindivanam,STEEPHAN RAJ. S,M,36,GEN,BSP,237,,118735,9,0,OTHERS
678,2006,Tamil Nadu,Tindivanam,SUBRAMANIYAN E,M,40,GEN,IND,158,,118735,10,0,OTHERS
679,2006,Tamil Nadu,Tindivanam,SATHIYAMOORTHY A,M,40,GEN,IND,105,,118735,11,0,OTHERS
680,2006,Tamil Nadu,Vanur,GANAPATHY.N.,M,42,SC,AIADMK,59978,,140884,1,1,AIADMK
681,2006,Tamil Nadu,Vanur,SOUNDARARAJAN.N.,M,43,SC,PMK,55942,,140884,2,0,DMK
682,2006,Tamil Nadu,Vanur,RAJA .K.,M,34,SC,DMDK,19051,,140884,3,0,OTHERS
683,2006,Tamil Nadu,Vanur,JAYAPAL.M.,M,36,SC,IND,1718,,140884,4,0,OTHERS
684,2006,Tamil Nadu,Vanur,GOVINDASAMY.A.,M,36,SC,BSP,1181,,140884,5,0,OTHERS
685,2006,Tamil Nadu,Vanur,PARAMASIVAM.D.,M,35,SC,BJP,1042,,140884,6,0,OTHERS
686,2006,Tamil Nadu,Vanur,KOTHANDARAMAN.S.,M,36,SC,IND,912,,140884,7,0,OTHERS
687,2006,Tamil Nadu,Vanur,KUMARASELVAM.M.,M,39,SC,IND,629,,140884,8,0,OTHERS
688,2006,Tamil Nadu,Vanur,AYYAPPAN.V.,M,34,SC,IND,431,,140884,9,0,OTHERS
689,2006,Tamil Nadu,Kandamangalam,PUSHPARAJ. S,M,35,SC,DMK,64620,,139441,1,1,DMK
690,2006,Tamil Nadu,Kandamangalam,SUBRAMANIYAN. V,M,61,SC,AIADMK,57245,,139441,2,0,AIADMK
691,2006,Tamil Nadu,Kandamangalam,RAJACHANDRA SEKAR.P.,M,35,SC,DMDK,12509,,139441,3,0,OTHERS
692,2006,Tamil Nadu,Kandamangalam,VEERAMUTHU.V.,M,47,SC,IND,1728,,139441,4,0,OTHERS
693,2006,Tamil Nadu,Kandamangalam,PALARAMAN.K,M,53,SC,AIVP,966,,139441,5,0,OTHERS
694,2006,Tamil Nadu,Kandamangalam,SELVAM.P.,M,32,SC,BSP,627,,139441,6,0,OTHERS
695,2006,Tamil Nadu,Kandamangalam,DEVI.K.,F,42,SC,BJP,531,,139441,7,0,OTHERS
696,2006,Tamil Nadu,Kandamangalam,SUDHAKAR.S.,M,25,SC,IND,408,,139441,8,0,OTHERS
697,2006,Tamil Nadu,Kandamangalam,SAKTHIVEL.J.M.,M,39,SC,IND,330,,139441,9,0,OTHERS
698,2006,Tamil Nadu,Kandamangalam,TAMILARASAN.B.,M,31,SC,IND,255,,139441,10,0,OTHERS
699,2006,Tamil Nadu,Kandamangalam,SUBRAMANI.E.,M,36,SC,IND,222,,139441,11,0,OTHERS
700,2006,Tamil Nadu,Villupuram,PONMUDY.K,M,55,GEN,DMK,72462,,154600,1,1,DMK
701,2006,Tamil Nadu,Villupuram,PASUPATHY.R,M,36,GEN,AIADMK,62714,,154600,2,0,AIADMK
702,2006,Tamil Nadu,Villupuram,DURAISAMY.D,M,34,GEN,DMDK,13621,,154600,3,0,OTHERS
703,2006,Tamil Nadu,Villupuram,VETRISELVAN.V,M,34,GEN,IND,1523,,154600,4,0,OTHERS
704,2006,Tamil Nadu,Villupuram,SUKUMAR.V,M,42,GEN,BJP,994,,154600,5,0,OTHERS
705,2006,Tamil Nadu,Villupuram,MOHAMAD JAKKIRIYA.M,M,61,GEN,IND,845,,154600,6,0,OTHERS
706,2006,Tamil Nadu,Villupuram,VAIKUNTHAN.V,M,41,GEN,BSP,804,,154600,7,0,OTHERS
707,2006,Tamil Nadu,Villupuram,RAVICHANDRAN.V,M,43,GEN,IND,690,,154600,8,0,OTHERS
708,2006,Tamil Nadu,Villupuram,PRAKASAM.V,M,33,GEN,IND,321,,154600,9,0,OTHERS
709,2006,Tamil Nadu,Villupuram,MOHAMED ALI JINNA.M,M,42,GEN,IND,221,,154600,10,0,OTHERS
710,2006,Tamil Nadu,Villupuram,ELANTHIRAIYAN.D,M,29,GEN,IND,144,,154600,11,0,OTHERS
711,2006,Tamil Nadu,Villupuram,PALANI.G,M,43,GEN,IND,117,,154600,12,0,OTHERS
712,2006,Tamil Nadu,Villupuram,KALIYAMOORTHY.E,M,41,GEN,IND,75,,154600,13,0,OTHERS
713,2006,Tamil Nadu,Villupuram,SADAGOPAN.K,M,56,GEN,IND,69,,154600,14,0,OTHERS
714,2006,Tamil Nadu,Mugaiyur,KALIYAVARATHAN.V.A.T,M,44,GEN,PMK,46313,,128303,1,1,DMK
715,2006,Tamil Nadu,Mugaiyur,SINTHANAISELVAN,M,40,GEN,VCK,26807,,128303,2,0,AIADMK
716,2006,Tamil Nadu,Mugaiyur,VENGATESAN.L,M,38,GEN,DMDK,24686,,128303,3,0,OTHERS
717,2006,Tamil Nadu,Mugaiyur,SAMBATH.A.G.,M,53,GEN,IND,21384,,128303,4,0,OTHERS
718,2006,Tamil Nadu,Mugaiyur,RAGU.N,M,37,GEN,IND,2900,,128303,5,0,OTHERS
719,2006,Tamil Nadu,Mugaiyur,SAMPATH.A.V,M,34,GEN,IND,1701,,128303,6,0,OTHERS
720,2006,Tamil Nadu,Mugaiyur,SAMPATH.R.,M,47,GEN,IND,1087,,128303,7,0,OTHERS
721,2006,Tamil Nadu,Mugaiyur,KRISHNAMOORTHY.R.,M,26,GEN,IND,738,,128303,8,0,OTHERS
722,2006,Tamil Nadu,Mugaiyur,SAKTHIVEL.R.,M,36,GEN,IND,534,,128303,9,0,OTHERS
723,2006,Tamil Nadu,Mugaiyur,KUMAR.K,M,36,GEN,SP,503,,128303,10,0,OTHERS
724,2006,Tamil Nadu,Mugaiyur,SAMPATH.V,M,31,GEN,IND,420,,128303,11,0,OTHERS
725,2006,Tamil Nadu,Mugaiyur,NAGESWARARAO .S.U.,M,35,GEN,BSP,414,,128303,12,0,OTHERS
726,2006,Tamil Nadu,Mugaiyur,JAYAKUMAR.K.P.J.,M,36,GEN,BJP,413,,128303,13,0,OTHERS
727,2006,Tamil Nadu,Mugaiyur,DHANAPAL.M.,M,43,GEN,IND,403,,128303,14,0,OTHERS
728,2006,Tamil Nadu,Thirunavalur,KUMARAGURU. R,M,45,GEN,AIADMK,57235,,125832,1,1,AIADMK
729,2006,Tamil Nadu,Thirunavalur,VEERAPANDIAN.V.S.,M,39,GEN,DMK,51048,,125832,2,0,DMK
730,2006,Tamil Nadu,Thirunavalur,UDHAYAKUMAR. M.S.,M,38,GEN,DMDK,11366,,125832,3,0,OTHERS
731,2006,Tamil Nadu,Thirunavalur,VERAPATHIRAN. M,M,75,GEN,IND,2116,,125832,4,0,OTHERS
732,2006,Tamil Nadu,Thirunavalur,"MUTHUKUMAR, B",M,33,GEN,BJP,1596,,125832,5,0,OTHERS
733,2006,Tamil Nadu,Thirunavalur,PARTHEBAN. A,M,37,GEN,BSP,672,,125832,6,0,OTHERS
734,2006,Tamil Nadu,Thirunavalur,PANDURNGAN. G.M.,M,58,GEN,IND,601,,125832,7,0,OTHERS
735,2006,Tamil Nadu,Thirunavalur,SAMYKANNU. N,M,32,GEN,SP,308,,125832,8,0,OTHERS
736,2006,Tamil Nadu,Thirunavalur,VIJAYARAGAVAN. D,M,60,GEN,IND,295,,125832,9,0,OTHERS
737,2006,Tamil Nadu,Thirunavalur,KUMARAGURU. S,M,30,GEN,IND,279,,125832,10,0,OTHERS
738,2006,Tamil Nadu,Thirunavalur,PERIYASAMY. R,M,34,GEN,IND,180,,125832,11,0,OTHERS
739,2006,Tamil Nadu,Thirunavalur,ARUL NEHRU. M.V.,M,45,GEN,IND,136,,125832,12,0,OTHERS
740,2006,Tamil Nadu,Ulundurpet,THIRUNAVUKARASU.K,M,45,SC,DMK,65662,,149061,1,1,DMK
741,2006,Tamil Nadu,Ulundurpet,VIJAYARAGHAVAN. E,M,39,SC,VCK,46878,,149061,2,0,AIADMK
742,2006,Tamil Nadu,Ulundurpet,SHANMUGAM. C,M,37,SC,DMDK,30411,,149061,3,0,OTHERS
743,2006,Tamil Nadu,Ulundurpet,RAMALINGAM. V,M,58,SC,BJP,3099,,149061,4,0,OTHERS
744,2006,Tamil Nadu,Ulundurpet,KANNAN. A,M,41,SC,IND,3011,,149061,5,0,OTHERS
745,2006,Tamil Nadu,Nellikuppam,RAJENDRAN.SABA.,M,44,GEN,DMK,57403,,124365,1,1,DMK
746,2006,Tamil Nadu,Nellikuppam,SABAPATHI MOHAN.R.T,M,53,GEN,MDMK,45323,,124365,2,0,AIADMK
747,2006,Tamil Nadu,Nellikuppam,SIVAKOLUNTHU.P,M,40,GEN,DMDK,15853,,124365,3,0,OTHERS
748,2006,Tamil Nadu,Nellikuppam,SUGUMARAN.J,M,40,GEN,BJP,1160,,124365,4,0,OTHERS
749,2006,Tamil Nadu,Nellikuppam,SARAVANAN.M.,M,32,GEN,IND,1043,,124365,5,0,OTHERS
750,2006,Tamil Nadu,Nellikuppam,IYAPPAN. K,M,35,GEN,BSP,947,,124365,6,0,OTHERS
751,2006,Tamil Nadu,Nellikuppam,SARANGAPANI.P,M,39,GEN,IND,924,,124365,7,0,OTHERS
752,2006,Tamil Nadu,Nellikuppam,KALIYAMOORTHY.N.,M,62,GEN,CPI(ML)(L),889,,124365,8,0,OTHERS
753,2006,Tamil Nadu,Nellikuppam,KUMAR.A.K,M,44,GEN,SP,432,,124365,9,0,OTHERS
754,2006,Tamil Nadu,Nellikuppam,ARULMURUGAN. K,M,28,GEN,IND,391,,124365,10,0,OTHERS
755,2006,Tamil Nadu,Cuddalore,IYAPPAN.G.,M,49,GEN,DMK,67003,,140286,1,1,DMK
756,2006,Tamil Nadu,Cuddalore,KUMAR.G.,M,43,GEN,AIADMK,60737,,140286,2,0,AIADMK
757,2006,Tamil Nadu,Cuddalore,JAYAKUMAR.G.V.,M,47,GEN,DMDK,7866,,140286,3,0,OTHERS
758,2006,Tamil Nadu,Cuddalore,SIVAKUMAR.P.,M,42,GEN,BJP,1803,,140286,4,0,OTHERS
759,2006,Tamil Nadu,Cuddalore,SRIRAMULU.S,M,67,GEN,IND,797,,140286,5,0,OTHERS
760,2006,Tamil Nadu,Cuddalore,SRIVATHSAN.J,M,40,GEN,IND,776,,140286,6,0,OTHERS
761,2006,Tamil Nadu,Cuddalore,AMUDHAN.A.,M,26,GEN,BSP,666,,140286,7,0,OTHERS
762,2006,Tamil Nadu,Cuddalore,SRIDHAR.G.,M,34,GEN,IND,426,,140286,8,0,OTHERS
763,2006,Tamil Nadu,Cuddalore,ARUMUGAM.M.,M,32,GEN,AIFB,212,,140286,9,0,OTHERS
764,2006,Tamil Nadu,Panruti,VELMURUGAN.T.,M,37,GEN,PMK,54653,,143148,1,1,DMK
765,2006,Tamil Nadu,Panruti,RAJENDIRAN.R.,M,46,GEN,AIADMK,54505,,143148,2,0,AIADMK
766,2006,Tamil Nadu,Panruti,RAMACHANDRAN.S,M,69,GEN,DMDK,30133,,143148,3,0,OTHERS
767,2006,Tamil Nadu,Panruti,BALU.S,M,28,GEN,IND,1366,,143148,4,0,OTHERS
768,2006,Tamil Nadu,Panruti,KUMARAGURU.V.K,M,34,GEN,IND,793,,143148,5,0,OTHERS
769,2006,Tamil Nadu,Panruti,SELVAKUMAR.R M,M,43,GEN,BJP,713,,143148,6,0,OTHERS
770,2006,Tamil Nadu,Panruti,RAMAMOORTHY.G.,M,29,GEN,BSP,494,,143148,7,0,OTHERS
771,2006,Tamil Nadu,Panruti,KAMALAKANNAN.C.,M,26,GEN,IND,491,,143148,8,0,OTHERS
772,2006,Tamil Nadu,Kurinjipadi,PANNEERSELVAM.M.R.K.,M,48,GEN,DMK,56462,,123708,1,1,DMK
773,2006,Tamil Nadu,Kurinjipadi,RAMALINGAM.N.,M,48,GEN,MDMK,54547,,123708,2,0,AIADMK
774,2006,Tamil Nadu,Kurinjipadi,SUNDARAMOORTHY.R.,M,59,GEN,DMDK,8541,,123708,3,0,OTHERS
775,2006,Tamil Nadu,Kurinjipadi,SARAVANASUNDARAM.D.,M,31,GEN,BJP,1002,,123708,4,0,OTHERS
776,2006,Tamil Nadu,Kurinjipadi,HARI KRISHNAN.G.,M,36,GEN,BSP,636,,123708,5,0,OTHERS
777,2006,Tamil Nadu,Kurinjipadi,KALIYAMOORTHY.C.,M,55,GEN,RSP,590,,123708,6,0,OTHERS
778,2006,Tamil Nadu,Kurinjipadi,BALASUBRAMANIAN.A,M,35,GEN,IND,515,,123708,7,0,OTHERS
779,2006,Tamil Nadu,Kurinjipadi,PAZHNI MURUGAN.V.,M,35,GEN,IND,431,,123708,8,0,OTHERS
780,2006,Tamil Nadu,Kurinjipadi,KANTHARAJAN.B,M,61,GEN,IND,334,,123708,9,0,OTHERS
781,2006,Tamil Nadu,Kurinjipadi,CHANDRA.P.,F,44,GEN,IND,276,,123708,10,0,OTHERS
782,2006,Tamil Nadu,Kurinjipadi,MURALIDHARAN.S.,M,44,GEN,JD(U),206,,123708,11,0,OTHERS
783,2006,Tamil Nadu,Kurinjipadi,KANNAPPAN.R.,M,61,GEN,IND,168,,123708,12,0,OTHERS
784,2006,Tamil Nadu,Bhuvanagiri,SELVI RAMAJAYAM,F,39,GEN,AIADMK,65505,,127834,1,1,AIADMK
785,2006,Tamil Nadu,Bhuvanagiri,DEVADASS.K.,M,54,GEN,PMK,50682,,127834,2,0,DMK
786,2006,Tamil Nadu,Bhuvanagiri,SHAFIUDDIN.S.,M,38,GEN,DMDK,7292,,127834,3,0,OTHERS
787,2006,Tamil Nadu,Bhuvanagiri,ELUMALAI.S.,M,35,GEN,BJP,1237,,127834,4,0,OTHERS
788,2006,Tamil Nadu,Bhuvanagiri,VENKATACHALAPATHY.R,M,44,GEN,IND,580,,127834,5,0,OTHERS
789,2006,Tamil Nadu,Bhuvanagiri,BABU.S,M,36,GEN,IND,512,,127834,6,0,OTHERS
790,2006,Tamil Nadu,Bhuvanagiri,JAYABALAN.K,M,48,GEN,BSP,454,,127834,7,0,OTHERS
791,2006,Tamil Nadu,Bhuvanagiri,BHUVANENDIRAN.A.G,M,30,GEN,IND,379,,127834,8,0,OTHERS
792,2006,Tamil Nadu,Bhuvanagiri,VENKATESAN.V,M,46,GEN,SP,302,,127834,9,0,OTHERS
793,2006,Tamil Nadu,Bhuvanagiri,RADHAKRISHNAN.R,M,40,GEN,IND,259,,127834,10,0,OTHERS
794,2006,Tamil Nadu,Bhuvanagiri,BALASUBRAMANIYAN.K,M,46,GEN,IND,217,,127834,11,0,OTHERS
795,2006,Tamil Nadu,Bhuvanagiri,BATCHAMIYAN.S,M,45,GEN,IND,154,,127834,12,0,OTHERS
796,2006,Tamil Nadu,Bhuvanagiri,ARUMUGAM.R,M,58,GEN,AIFB,150,,127834,13,0,OTHERS
797,2006,Tamil Nadu,Bhuvanagiri,SELVI.M,F,36,GEN,IND,111,,127834,14,0,OTHERS
798,2006,Tamil Nadu,Kattumannarkoil,RAVIKUMAR.D.,M,45,SC,VCK,57244,,111245,1,1,AIADMK
799,2006,Tamil Nadu,Kattumannarkoil,VALLALPERUMAN.P.,M,56,SC,INC,43830,,111245,2,0,DMK
800,2006,Tamil Nadu,Kattumannarkoil,UMANATH.R.,M,33,SC,DMDK,6556,,111245,3,0,OTHERS
801,2006,Tamil Nadu,Kattumannarkoil,SELLAKKANNU.S.,M,63,SC,AIVP,902,,111245,4,0,OTHERS
802,2006,Tamil Nadu,Kattumannarkoil,VETRIKUMAR.P.,M,33,SC,IND,843,,111245,5,0,OTHERS
803,2006,Tamil Nadu,Kattumannarkoil,VASANTHAKUMAR.A.,M,33,SC,BJP,818,,111245,6,0,OTHERS
804,2006,Tamil Nadu,Kattumannarkoil,MURUGANATHAM.M.,M,29,SC,IND,542,,111245,7,0,OTHERS
805,2006,Tamil Nadu,Kattumannarkoil,BALAGURU.A.,M,45,SC,BSP,510,,111245,8,0,OTHERS
